>>*HEADER*<<
FileID:DSExport.TAB
Version:2
GridSize:{Width=79, Height=63}
Originator:entrance_30aug.Project 2011-08-30 16:12:36.Run 18:57:36.Vector Masking
CameraInfo:NanoSense.0
TimeStamp:0.0475
>>*DATA*<<
x	y	x (pix)[pix]	y (pix)[pix]	x (mm)[mm]	y (mm)[mm]	U pix[pix]	V pix[pix]	U[m/s]	V[m/s]	Length[m/s]	Status
33	0	543.5	15.5	6.522	0.186	-0.0121414980943276	0.0207746021866721	-5.82791908527724E-05	9.9718090496026E-05	0.000115499617569183	1
34	0	559.5	15.5	6.714	0.186	0.00512350842048666	0.00610419950438275	2.4592840418336E-05	2.93001576210372E-05	3.82531964214674E-05	17
35	0	575.5	15.5	6.906	0.186	0.0281588290818036	-0.00498007163211393	0.000135162379592657	-2.39043438341469E-05	0.000137259923179676	17
36	0	591.5	15.5	7.098	0.186	0.0445266384000812	-0.0283462334967529	0.00021372786432039	-0.000136061920784414	0.000253362282659632	17
37	0	607.5	15.5	7.29	0.186	-0.00935586664733516	-0.00816206769134927	-4.49081599072088E-05	-3.91779249184765E-05	5.95957433645157E-05	17
38	0	623.5	15.5	7.482	0.186	-0.00384907290632934	0.00114958320788598	-1.84755499503808E-05	5.51799939785269E-06	1.92819673094765E-05	17
39	0	639.5	15.5	7.674	0.186	0.00165772045572036	0.0104612339176432	7.95705818745773E-06	5.02139228046872E-05	5.08404643805864E-05	17
40	0	655.5	15.5	7.866	0.186	0.0130044175724227	-0.0138446830533212	6.24212043476291E-05	-6.64544786559418E-05	9.11734856503879E-05	17
41	0	671.5	15.5	8.058	0.186	-0.0639075430323525	-8.25933379125741E-10	-0.000306756206555292	-3.96448021980356E-12	0.000306756206555292	17
42	0	687.5	15.5	8.25	0.186	-0.0639075430323525	-8.25933379125741E-10	-0.000306756206555292	-3.96448021980356E-12	0.000306756206555292	17
43	0	703.5	15.5	8.442	0.186	0.0300493290221008	-0.0439706967547403	0.000144236779306084	-0.000211059344422753	0.000255637038342949	17
44	0	719.5	15.5	8.634	0.186	0.147911062716351	-0.116890296339989	0.000709973101038486	-0.000561073422431946	0.000904911702630539	17
45	0	735.5	15.5	8.826	0.186	0.177842205933606	-0.181596066492299	0.000853642588481307	-0.000871661119163036	0.00122004048110283	17
46	0	751.5	15.5	9.018	0.186	0.25910838303389	-0.404047617242516	0.00124372023856267	-0.00193942856276408	0.00230395815540898	16
47	0	767.5	15.5	9.21	0.186	0.286197108733985	-0.478198134159255	0.00137374612192313	-0.00229535104396443	0.00267503548061094	16
48	0	783.5	15.5	9.402	0.186	0.321714170341794	-0.555817322391603	0.00154422801764061	-0.00266792314747969	0.00308260508195977	16
49	0	799.5	15.5	9.594	0.186	0.323462906332376	-0.526363680061574	0.00155262195039541	-0.00252654566429555	0.00296547937349433	16
50	0	815.5	15.5	9.786	0.186	0.284274283330888	-0.40153601730708	0.00136451655998826	-0.00192737288307399	0.00236149776050944	16
51	0	831.5	15.5	9.978	0.186	0.265371684993928	-0.352023974604284	0.00127378408797085	-0.00168971507810056	0.00211604890017413	16
52	0	847.5	15.5	10.17	0.186	0.221939723511847	-0.30867668101564	0.00106531067285687	-0.00148164806887507	0.0018248747435657	16
53	0	863.5	15.5	10.362	0.186	0.135075800547687	-0.221982142344738	0.000648363842628896	-0.00106551428325474	0.00124727557510294	0
54	0	879.5	15.5	10.554	0.186	0.120875227973253	-0.186451433061544	0.000580201094271615	-0.000894966878695413	0.00106658287242754	16
55	0	895.5	15.5	10.746	0.186	0.129059881146532	-0.161408667433231	0.000619487429503351	-0.000774761603679508	0.000991977932137965	16
56	0	911.5	15.5	10.938	0.186	0.119675399522142	-0.103284449627002	0.000574441917706281	-0.00049576535820961	0.000758792993654246	16
57	0	927.5	15.5	11.13	0.186	0.146750462590717	-0.107941026120291	0.000704402220435441	-0.000518116925377399	0.000874429892282342	16
58	0	943.5	15.5	11.322	0.186	0.153868459165096	-0.088804251087519	0.000738568603992462	-0.000426260405220091	0.000852749386315681	16
59	0	959.5	15.5	11.514	0.186	0.141090143491359	-0.13703017126924	0.000677232688758522	-0.000657744822092354	0.000944072224838969	16
60	0	975.5	15.5	11.706	0.186	0.136708782115925	-0.107837469916679	0.000656202154156441	-0.00051761985560006	0.000835782018250561	16
61	0	991.5	15.5	11.898	0.186	0.124480381297568	-0.0901633939065505	0.000597505830228329	-0.000432784290751442	0.000737777377992897	0
62	0	1007.5	15.5	12.09	0.186	0.105766909352193	-0.00758949833349713	0.000507681164890528	-3.64295920007862E-05	0.000508986522766514	0
63	0	1023.5	15.5	12.282	0.186	0.102769178435362	-0.0261608723424918	0.000493292056489736	-0.000125572187243961	0.000509023994724321	0
64	0	1039.5	15.5	12.474	0.186	0.0202218673924411	-0.0170248495123815	9.70649634837173E-05	-8.17192776594311E-05	0.000126884386262749	0
65	0	1055.5	15.5	12.666	0.186	0.0304837916094887	0.00343568027953249	0.000146322199725546	1.64912653417559E-05	0.00014724859240446	1
66	0	1071.5	15.5	12.858	0.186	0.0283677582046948	-0.00997779504056477	0.000136165239382535	-4.78934161947109E-05	0.00014434248068709	17
67	0	1087.5	15.5	13.05	0.186	6.78742351945879E-11	-0.0151930862557492	3.25796328934022E-13	-7.29268140275963E-05	7.29268140275963E-05	17
68	0	1103.5	15.5	13.242	0.186	0.00215689453852974	-0.00775861129416929	1.03530937849428E-05	-3.72413342120126E-05	3.86536353375803E-05	17
69	0	1119.5	15.5	13.434	0.186	0.00431378907705948	-0.00032413706681685	2.07061875698855E-05	-1.55585792072088E-06	2.07645586889958E-05	17
70	0	1135.5	15.5	13.626	0.186	-0.0141425365048538	-0.0102204770276633	-6.78841752232984E-05	-4.9058289732784E-05	8.37554597459369E-05	17
71	0	1151.5	15.5	13.818	0.186	-0.0325988609498988	-0.0201168162069128	-0.000156474532559514	-9.65607177931815E-05	0.000183870203024995	17
72	0	1167.5	15.5	14.01	0.186	-0.0379194049552704	-0.0211212091016932	-0.000182013143785298	-0.000101381803688128	0.000208343597525015	17
73	0	1183.5	15.5	14.202	0.186	-0.043239948960642	-0.0221255989648247	-0.000207551755011082	-0.000106202875031158	0.000233145408861217	17
74	0	1199.5	15.5	14.394	0.186	-0.0485604959976626	-0.0231299918596051	-0.000233090380788781	-0.000111023960926104	0.000258181032448125	17
75	0	1215.5	15.5	14.586	0.186	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
76	0	1231.5	15.5	14.778	0.186	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
77	0	1247.5	15.5	14.97	0.186	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
78	0	1263.5	15.5	15.162	0.186	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
0	1	15.5	31.5	0.186	0.378	0.00658986361183148	-0.0245956046758996	3.16313453367911E-05	-0.000118058902444318	0.00012222293751245	17
1	1	31.5	31.5	0.378	0.378	0.00658986361183148	-0.0245956046758996	3.16313453367911E-05	-0.000118058902444318	0.00012222293751245	17
2	1	47.5	31.5	0.57	0.378	0.0104112412676235	-0.0104424998426111	4.99739580845926E-05	-5.01239992445335E-05	7.07800239255866E-05	17
3	1	63.5	31.5	0.762	0.378	0.00351184629228859	-0.00510429799760459	1.68568622029852E-05	-2.4500630388502E-05	2.97394467461051E-05	17
4	1	79.5	31.5	0.954	0.378	-0.000854497841373813	-0.000750717674691259	-4.10158963859431E-06	-3.60344483851804E-06	5.45965679028146E-06	1
5	1	95.5	31.5	1.146	0.378	-0.000854497841373813	-0.000750717674691259	-4.10158963859431E-06	-3.60344483851804E-06	5.45965679028146E-06	1
6	1	111.5	31.5	1.338	0.378	0.00168949175834617	-0.00249822979488575	8.10956044006161E-06	-1.19915030154516E-05	1.44762258583029E-05	17
7	1	127.5	31.5	1.53	0.378	1.05708280670469E-08	-3.33742235236745E-08	5.07399747218251E-11	-1.60196272913637E-10	1.6803984911381E-10	17
8	1	143.5	31.5	1.722	0.378	-1.06264649857302E-07	2.0008386151608E-07	-5.10070319315048E-10	9.60402535277183E-10	1.08744873921164E-09	17
9	1	159.5	31.5	1.914	0.378	-1.06264649857302E-07	2.0008386151608E-07	-5.10070319315048E-10	9.60402535277183E-10	1.08744873921164E-09	17
10	1	175.5	31.5	2.106	0.378	-0.00456610564469884	-0.032665690620585	-2.19173070945544E-05	-0.000156795314978808	0.00015831973708158	17
11	1	191.5	31.5	2.298	0.378	-0.00913210518168247	-0.0653315813300045	-4.38341048720758E-05	-0.000313591590384021	0.000316640354834181	17
12	1	207.5	31.5	2.49	0.378	-0.00552984526317838	-0.0499823030016463	-2.65432572632562E-05	-0.000239915054407902	0.000241378909264438	17
13	1	223.5	31.5	2.682	0.378	-0.00192758496571817	-0.0346330246732881	-9.25240783544723E-06	-0.000166238518431783	0.000166495801932504	17
14	1	239.5	31.5	2.874	0.378	0.00167467514226397	-0.0192837463449299	8.03844068286708E-06	-9.25619824556634E-05	9.29103714594582E-05	17
15	1	255.5	31.5	3.066	0.378	0.00527693525024612	-0.00393446725865942	2.53292892011814E-05	-1.88854428415652E-05	3.15948230373128E-05	17
16	1	271.5	31.5	3.258	0.378	0.00395770143768459	-0.000736769768157804	1.8996966900886E-05	-3.53649488715746E-06	1.93233420380702E-05	17
17	1	287.5	31.5	3.45	0.378	0.00263846762512306	0.00246092781708285	1.26646446005907E-05	1.18124535219977E-05	1.73184087337326E-05	17
18	1	303.5	31.5	3.642	0.378	0.00131923381256153	0.00565862554443205	6.33232230029535E-06	2.71614026132738E-05	2.78897848259031E-05	17
19	1	319.5	31.5	3.834	0.378	-4.25673810074944E-11	0.00885632289282512	-2.04323428835973E-13	4.25103498855606E-05	4.25103498855606E-05	17
20	1	335.5	31.5	4.026	0.378	-0.00160028719164984	-0.0734997774998192	-7.68137851991924E-06	-0.000352798931999132	0.000352882544192391	17
21	1	351.5	31.5	4.218	0.378	2.95696861816787E-09	0.0112427642307011	1.41934493672058E-11	5.39652683073655E-05	5.39652683073673E-05	17
22	1	367.5	31.5	4.41	0.378	0.000488732799415933	-0.021308560462785	2.34591743719648E-06	-0.000102281090221368	0.000102307989646428	17
23	1	383.5	31.5	4.602	0.378	-0.012452054155195	-0.0769930981429449	-5.97698599449359E-05	-0.000369566871086136	0.000374368946845533	17
24	1	399.5	31.5	4.794	0.378	0.0273906983889244	-0.164185407306326	0.000131475352266837	-0.000788089955070367	0.000798981567707604	16
25	1	415.5	31.5	4.986	0.378	0.0663554374114028	-0.231805815322635	0.000318506099574734	-0.00111266791354865	0.00115735734382558	16
26	1	431.5	31.5	5.178	0.378	0.108443863913029	-0.33445851780319	0.000520530546782538	-0.00160540088545531	0.00168768008021497	16
27	1	447.5	31.5	5.37	0.378	0.109152079959232	-0.391028143995855	0.000523929983804313	-0.00187693509118011	0.00194868878080428	16
28	1	463.5	31.5	5.562	0.378	0.0800087250462682	-0.371862392750613	0.000384041880222087	-0.00178493948520294	0.00182578671580255	16
29	1	479.5	31.5	5.754	0.378	0.0687242964301861	-0.298786097638575	0.000329876622864893	-0.00143417326866516	0.00147162208153672	16
30	1	495.5	31.5	5.946	0.378	0.0560520330357879	-0.166481700684277	0.000269049758571782	-0.000799112163284527	0.000843189197094467	16
31	1	511.5	31.5	6.138	0.378	0.0482919811399067	-0.068503127641506	0.000231801509471552	-0.000328815012679229	0.000402307410267983	16
32	1	527.5	31.5	6.33	0.378	-0.00546711513986035	0.0090529450365769	-2.62421526713297E-05	4.34541361755691E-05	5.0763299021934E-05	0
33	1	543.5	31.5	6.522	0.378	-0.0236821248715084	0.0136023390950868	-0.00011367419938324	6.52912276564166E-05	0.000131090686222564	0
34	1	559.5	31.5	6.714	0.378	0.0117910167318769	0.0183860887167005	5.6596880313009E-05	8.82532258401625E-05	0.000104841970280798	1
35	1	575.5	31.5	6.906	0.378	0.0445266384000812	-0.0283462334967529	0.00021372786432039	-0.000136061920784414	0.000253362282659632	1
36	1	591.5	31.5	7.098	0.378	-0.00133982211991679	-0.0152291901637606	-6.43114617560059E-06	-7.31001127860509E-05	7.33824647341945E-05	17
37	1	607.5	31.5	7.29	0.378	-0.00898072660978263	-0.0189157769151886	-4.31074877269566E-05	-9.07957291929051E-05	0.000100509302742587	17
38	1	623.5	31.5	7.482	0.378	0.0185611997949309	-0.00793563989039588	8.90937590156682E-05	-3.80910714739002E-05	9.68949308352699E-05	17
39	1	639.5	31.5	7.674	0.378	0.0574642823873243	-0.00187253381985405	0.000275828555459157	-8.98816233529942E-06	0.000275974960945465	17
40	1	655.5	31.5	7.866	0.378	-0.00120898932807365	-0.00329864406768138	-5.80314877475353E-06	-1.58334915248706E-05	1.68634512947402E-05	17
41	1	671.5	31.5	8.058	0.378	-0.0629402226574408	0.00293637848850873	-0.000302113068755716	1.40946167448419E-05	0.000302441671292466	17
42	1	687.5	31.5	8.25	0.378	-0.0639075430323525	-8.25933379125741E-10	-0.000306756206555292	-3.96448021980356E-12	0.000306756206555292	1
43	1	703.5	31.5	8.442	0.378	0.0166657870674195	-0.0265895020371924	7.99957779236138E-05	-0.000127629609778523	0.000150627493432714	17
44	1	719.5	31.5	8.634	0.378	0.113484881391438	-0.0763736837446534	0.000544727430678904	-0.000366593681974337	0.00065659645247103	17
45	1	735.5	31.5	8.826	0.378	0.187185701395806	-0.199128155058826	0.00089849136669987	-0.000955815144282367	0.00131181909045177	16
46	1	751.5	31.5	9.018	0.378	0.237833422337038	-0.354069052264094	0.00114160042721778	-0.00169953145086765	0.00204735406999183	16
47	1	767.5	31.5	9.21	0.378	0.303251735102903	-0.473544969281647	0.00145560832849393	-0.00227301585255191	0.00269914739722253	16
48	1	783.5	31.5	9.402	0.378	0.337455522741139	-0.542697970457892	0.00161978650915747	-0.00260495025819788	0.00306748662310592	16
49	1	799.5	31.5	9.594	0.378	0.338127264209713	-0.529362732777372	0.00162301086820662	-0.00254094111733139	0.00301505324000457	16
50	1	815.5	31.5	9.786	0.378	0.302541205504288	-0.465800743162011	0.00145219778642058	-0.00223584356717765	0.00266605980198767	16
51	1	831.5	31.5	9.978	0.378	0.284274283330888	-0.40153601730708	0.00136451655998826	-0.00192737288307399	0.00236149776050944	0
52	1	847.5	31.5	10.17	0.378	0.246469086656968	-0.302511907648295	0.00118305161595345	-0.00145205715671182	0.00187298721628528	0
53	1	863.5	31.5	10.362	0.378	0.182947840383147	-0.271350104917979	0.000878149633839106	-0.0013024805036063	0.0015708603507907	16
54	1	879.5	31.5	10.554	0.378	0.117340489143519	-0.170766814133256	0.000563234347888889	-0.000819680707839628	0.000994539789775299	16
55	1	895.5	31.5	10.746	0.378	0.105835666285462	-0.132670770870477	0.000508011198170217	-0.000636819700178291	0.000814625501688664	16
56	1	911.5	31.5	10.938	0.378	0.111719434951536	-0.0974531839245982	0.000536253287767371	-0.000467775282838071	0.000711604738513982	16
57	1	927.5	31.5	11.13	0.378	0.111962743984703	-0.0736913109365021	0.000537421171126577	-0.00035371829249521	0.000643380249635306	16
58	1	943.5	31.5	11.322	0.378	0.112577545223758	-0.0556677756928063	0.000540372217074037	-0.00026720532332547	0.000602827353227256	16
59	1	959.5	31.5	11.514	0.378	0.140827857345964	-0.118656304645507	0.000675973715260625	-0.000569550262298435	0.000883927579051287	0
60	1	975.5	31.5	11.706	0.378	0.129481709505112	-0.0785467513095581	0.000621512205624539	-0.000377024406285879	0.000726928349065779	16
61	1	991.5	31.5	11.898	0.378	0.131411725305952	-0.00874072838996653	0.00063077628146857	-4.19554962718394E-05	0.000632170056971013	0
62	1	1007.5	31.5	12.09	0.378	0.116613664431497	0.0103243443542548	0.000559745589271188	4.95568529004231E-05	0.000561935055302607	0
63	1	1023.5	31.5	12.282	0.378	0.0918101483193823	-0.00836053620408468	0.000440688711933035	-4.01305737796065E-05	0.000442512150993708	16
64	1	1039.5	31.5	12.474	0.378	0.0457747288843772	-0.0403049307351466	0.000219718698645011	-0.000193463667528704	0.000292753304315961	0
65	1	1055.5	31.5	12.666	0.378	0.0262517278315499	-0.0233912699817059	0.00012600829359144	-0.000112278095912188	0.000168773400971519	1
66	1	1071.5	31.5	12.858	0.378	0.0241452183521081	-0.0121626779521951	0.000115897048090119	-5.83808541705366E-05	0.000129770758993252	17
67	1	1087.5	31.5	13.05	0.378	-1.17374744635062E-10	-0.0160305762619828	-5.63398774248297E-13	-7.69467660575174E-05	7.69467660575174E-05	17
68	1	1103.5	31.5	13.242	0.378	0.00215689453852974	-0.00775861129416929	1.03530937849428E-05	-3.72413342120126E-05	3.86536353375803E-05	17
69	1	1119.5	31.5	13.434	0.378	0.00431378907705948	-0.00032413706681685	2.07061875698855E-05	-1.55585792072088E-06	2.07645586889958E-05	17
70	1	1135.5	31.5	13.626	0.378	-0.0141425365048538	-0.0102204770276633	-6.78841752232984E-05	-4.9058289732784E-05	8.37554597459369E-05	17
71	1	1151.5	31.5	13.818	0.378	-0.0325988609498988	-0.0201168162069128	-0.000156474532559514	-9.65607177931815E-05	0.000183870203024995	17
72	1	1167.5	31.5	14.01	0.378	-0.0379194049552704	-0.0211212091016932	-0.000182013143785298	-0.000101381803688128	0.000208343597525015	17
73	1	1183.5	31.5	14.202	0.378	-0.043239948960642	-0.0221255989648247	-0.000207551755011082	-0.000106202875031158	0.000233145408861217	17
74	1	1199.5	31.5	14.394	0.378	-0.0485604959976626	-0.0231299918596051	-0.000233090380788781	-0.000111023960926104	0.000258181032448125	17
75	1	1215.5	31.5	14.586	0.378	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
76	1	1231.5	31.5	14.778	0.378	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
77	1	1247.5	31.5	14.97	0.378	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
78	1	1263.5	31.5	15.162	0.378	-0.0538810369713853	-0.024134383238561	-0.000258628977462649	-0.000115845039545093	0.000283388463368888	17
0	2	15.5	47.5	0.186	0.57	0.0101134537544567	-0.0296070660018207	4.85445780213922E-05	-0.000142113916808739	0.00015017636766814	17
1	2	31.5	47.5	0.378	0.57	0.0336175920286526	-0.0120592790153751	0.000161364441737533	-5.78845392738003E-05	0.000171432502589811	17
2	2	47.5	47.5	0.57	0.57	0.0121766242955346	-0.019280723790871	5.84477966185659E-05	-9.25474741961807E-05	0.000109458576227073	17
3	2	63.5	47.5	0.762	0.57	0.0104112412676235	-0.0104424998426111	4.99739580845926E-05	-5.01239992445335E-05	7.07800239255866E-05	1
4	2	79.5	47.5	0.954	0.57	0.00449062023714456	-0.00922400734755987	2.15549771382939E-05	-4.42752352682874E-05	4.92434107012763E-05	1
5	2	95.5	47.5	1.146	0.57	0.00761244640064736	-0.00924216161971951	3.65397427231073E-05	-4.43623757746536E-05	5.74732388389801E-05	1
6	2	111.5	47.5	1.338	0.57	0.0033789740427892	-0.00499643950509684	1.62190754053881E-05	-2.39829096244648E-05	2.89523463826494E-05	17
7	2	127.5	47.5	1.53	0.57	-0.000603220324061719	-0.0156177217528845	-2.89545755549625E-06	-7.49650644138455E-05	7.5020960784488E-05	17
8	2	143.5	47.5	1.722	0.57	-0.000491271568610803	-0.0107941468741046	-2.35810352933186E-06	-5.18119049957022E-05	5.18655391521068E-05	17
9	2	159.5	47.5	1.914	0.57	-0.000379322860529404	-0.00597057161636864	-1.82074973054114E-06	-2.86587437585695E-05	2.87165235256744E-05	17
10	2	175.5	47.5	2.106	0.57	-0.00475571406847545	-0.0356510796943136	-2.28274275286822E-05	-0.000171125182532705	0.000172641013506145	17
11	2	191.5	47.5	2.298	0.57	-0.00913210518168247	-0.0653315813300045	-4.38341048720758E-05	-0.000313591590384021	0.000316640354834181	17
12	2	207.5	47.5	2.49	0.57	-0.00552984526317838	-0.0499823030016463	-2.65432572632562E-05	-0.000239915054407902	0.000241378909264438	17
13	2	223.5	47.5	2.682	0.57	-0.00192758496571817	-0.0346330246732881	-9.25240783544723E-06	-0.000166238518431783	0.000166495801932504	17
14	2	239.5	47.5	2.874	0.57	0.00167467514226397	-0.0192837463449299	8.03844068286708E-06	-9.25619824556634E-05	9.29103714594582E-05	17
15	2	255.5	47.5	3.066	0.57	0.00527693525024612	-0.00393446725865942	2.53292892011814E-05	-1.88854428415652E-05	3.15948230373128E-05	17
16	2	271.5	47.5	3.258	0.57	0.00395770143768459	-0.000736769768157804	1.8996966900886E-05	-3.53649488715746E-06	1.93233420380702E-05	17
17	2	287.5	47.5	3.45	0.57	0.00263846762512306	0.00246092781708285	1.26646446005907E-05	1.18124535219977E-05	1.73184087337326E-05	17
18	2	303.5	47.5	3.642	0.57	0.00131923381256153	0.00565862554443205	6.33232230029535E-06	2.71614026132738E-05	2.78897848259031E-05	17
19	2	319.5	47.5	3.834	0.57	-4.25673810074944E-11	0.00885632289282512	-2.04323428835973E-13	4.25103498855606E-05	4.25103498855606E-05	17
20	2	335.5	47.5	4.026	0.57	0.000353095757077426	-0.0563894839918551	1.69485963397165E-06	-0.000270669523160905	0.000270674829486102	17
21	2	351.5	47.5	4.218	0.57	-0.00202409791223346	-0.0587296923455411	-9.71566997872059E-06	-0.000281902523258597	0.000282069897122503	17
22	2	367.5	47.5	4.41	0.57	-0.0125420266764801	-0.0701414986300127	-6.02017280471046E-05	-0.000336679193424061	0.000342019191485703	17
23	2	383.5	47.5	4.602	0.57	0.0154406233069234	-0.0867245446334848	7.41149918732325E-05	-0.000416277814240727	0.000422824136786686	17
24	2	399.5	47.5	4.794	0.57	0.04180667019682	-0.202744340640493	0.000200672016944736	-0.000973172835074365	0.000993647133197367	16
25	2	415.5	47.5	4.986	0.57	0.0692775029165205	-0.238932674013389	0.000332532013999298	-0.00114687683526427	0.001194112229064	16
26	2	431.5	47.5	5.178	0.57	0.155958405230194	-0.304769613042784	0.000748600345104933	-0.00146289414260536	0.00164330817230376	16
